"Country or Area","SNA93 Table Code","Sub Item","Sub Group","Item","SNA93 Item Code","Year","Series","Currency","SNA system","Value","Value Footnotes"
"Albania","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2012","1000","lek","2008","107758268590.421",""
"Albania","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2012","1000","lek","2008","175184123181.92",""
"Albania","2.3","Transport, storage and communications (I)"," ","Output, at basic prices","P.1","2012","1000","lek","2008","210066764926.134",""
"Albania","2.3","Transport, storage and communications (I)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2012","1000","lek","2008","131386645637.81",""
"Albania","2.3","Transport, storage and communications (I)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2012","1000","lek","2008","78680119288.3244",""
"Albania","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Output, at basic prices","P.1","2012","1000","lek","2008","236841256389.397",""
"Albania","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2012","1000","lek","2008","77453240630.0242",""
"Albania","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2012","1000","lek","2008","159388015759.373",""
"Albania","2.3","Public administration and defense; compulsory social security (L)"," ","Output, at basic prices","P.1","2012","1000","lek","2008","74456059882.3926",""
"Albania","2.3","Public administration and defense; compulsory social security (L)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2012","1000","lek","2008","22095832049.421",""
"Albania","2.3","Public administration and defense; compulsory social security (L)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2012","1000","lek","2008","52360227832.9715",""
"Albania","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Output, at basic prices","P.1","2012","1000","lek","2008","188510926474.99",""
"Albania","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2012","1000","lek","2008","56961116210.4306",""
"Albania","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2012","1000","lek","2008","131549810264.559",""
"Albania","2.3","Total Economy"," ","Output, at basic prices","P.1","2011","1000","lek","2008","2190127494195.01",""
"Albania","2.3","Total Economy"," ","Output, at basic prices","P.1","2011","100","lek","1993","2402149345249.95",""
"Albania","2.3","Total Economy"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","1059006672206.16",""
"Albania","2.3","Total Economy"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","1239814275492.17",""
"Albania","2.3","Total Economy"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","1131120821988.85",""
"Albania","2.3","Total Economy"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","1162335069757.78",""
"Albania","2.3","Total Economy"," ","Total Economy only: Adjustment for FISIM (if FISIM is not distributed to uses)","P.119","2011","100","lek","1993","48415364176.56",""
"Albania","2.3","Total Economy","","Gross fixed capital formation","P.51","2011","1000","lek","2008","381944000000",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","333019392725.684",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Output, at basic prices","P.1","2011","100","lek","1993","323115989605.983",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","95957691324.9355",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","96517078539.0819",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","237061701400.748",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","226598911066.901",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","327216191453.614",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Output, at basic prices","P.1","2011","100","lek","1993","317419309605.983",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","92205401252.5833",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","93363478539.0819",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","235010790201.031",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","224055831066.901",""
"Albania","2.3","Fishing (B)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","5803201272.07005",""
"Albania","2.3","Fishing (B)"," ","Output, at basic prices","P.1","2011","100","lek","1993","5696680000",""
"Albania","2.3","Fishing (B)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","3752290072.35225",""
"Albania","2.3","Fishing (B)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","3153600000",""
"Albania","2.3","Fishing (B)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","2050911199.7178",""
"Albania","2.3","Fishing (B)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","2543080000",""
"Albania","2.3","Mining and quarrying (C)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","87769508431.8817",""
"Albania","2.3","Mining and quarrying (C)"," ","Output, at basic prices","P.1","2011","100","lek","1993","69685971292.9573",""
"Albania","2.3","Mining and quarrying (C)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","38619344539.2126",""
"Albania","2.3","Mining and quarrying (C)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","47368013362.2825",""
"Albania","2.3","Mining and quarrying (C)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","49150163892.6691",""
"Albania","2.3","Mining and quarrying (C)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","22317957930.6748",""
"Albania","2.3","Manufacturing (D)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","291501063795.236",""
"Albania","2.3","Manufacturing (D)"," ","Output, at basic prices","P.1","2011","100","lek","1993","318253366737.447",""
"Albania","2.3","Manufacturing (D)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","207421885834.083",""
"Albania","2.3","Manufacturing (D)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","224968255427.85",""
"Albania","2.3","Manufacturing (D)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","84079177961.1531",""
"Albania","2.3","Manufacturing (D)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","93285111309.5974",""
"Albania","2.3","Electricity, gas and water supply (E)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","43466028412.103",""
"Albania","2.3","Electricity, gas and water supply (E)"," ","Output, at basic prices","P.1","2011","100","lek","1993","91855687033.8882",""
"Albania","2.3","Electricity, gas and water supply (E)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","15455430948.531",""
"Albania","2.3","Electricity, gas and water supply (E)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","67643028185.8054",""
"Albania","2.3","Electricity, gas and water supply (E)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","28010597463.572",""
"Albania","2.3","Electricity, gas and water supply (E)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","24212658848.0828",""
"Albania","2.3","Construction (F)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","473733229410.112",""
"Albania","2.3","Construction (F)"," ","Output, at basic prices","P.1","2011","100","lek","1993","412866163606.23",""
"Albania","2.3","Construction (F)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","310729066101.97",""
"Albania","2.3","Construction (F)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","288739283242.635",""
"Albania","2.3","Construction (F)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","163004163308.142",""
"Albania","2.3","Construction (F)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","124126880363.595",""
"Albania","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","266655076873.552",""
"Albania","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Output, at basic prices","P.1","2011","100","lek","1993","445684023194.399",""
"Albania","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","101552764613.798",""
"Albania","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","192521304371.121",""
"Albania","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","165102312259.753",""
"Albania","2.3","Wholesale retail trade, repair of motor vehicles, motorcycles, etc.; hotels and restaurants (G+H)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","253162718823.278",""
"Albania","2.3","Transport, storage and communications (I)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","209905400018.214",""
"Albania","2.3","Transport, storage and communications (I)"," ","Output, at basic prices","P.1","2011","100","lek","1993","235661358963.496",""
"Albania","2.3","Transport, storage and communications (I)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","130637178064.055",""
"Albania","2.3","Transport, storage and communications (I)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","126916437860.777",""
"Albania","2.3","Transport, storage and communications (I)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","79268221954.1591",""
"Albania","2.3","Transport, storage and communications (I)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","108744921102.72",""
"Albania","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","218532199292.429",""
"Albania","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Output, at basic prices","P.1","2011","100","lek","1993","267303548654.027",""
"Albania","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","68609134846.1208",""
"Albania","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","106224573567.322",""
"Albania","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","149923064446.308",""
"Albania","2.3","Financial intermediation; real estate, renting and business activities (J+K)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","161078975086.705",""
"Albania","2.3","Public administration and defense; compulsory social security (L)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","74257892379.8622",""
"Albania","2.3","Public administration and defense; compulsory social security (L)"," ","Output, at basic prices","P.1","2011","100","lek","1993","70703540474.4431",""
"Albania","2.3","Public administration and defense; compulsory social security (L)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","23013188187.4116",""
"Albania","2.3","Public administration and defense; compulsory social security (L)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","22782005712.19",""
"Albania","2.3","Public administration and defense; compulsory social security (L)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","51244704192.4506",""
"Albania","2.3","Public administration and defense; compulsory social security (L)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","47921534762.2531",""
"Albania","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Output, at basic prices","P.1","2011","1000","lek","2008","191287702855.938",""
"Albania","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Output, at basic prices","P.1","2011","100","lek","1993","167019695687.078",""
"Albania","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","1000","lek","2008","67010987746.0424",""
"Albania","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2011","100","lek","1993","66134295223.1043",""
"Albania","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","1000","lek","2008","124276715109.895",""
"Albania","2.3","Education; health and social work; other community, social and personal services (M+N+O)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2011","100","lek","1993","100885400463.974",""
"Albania","2.3","Total Economy"," ","Output, at basic prices","P.1","2010","1000","lek","2008","2039100600965.89",""
"Albania","2.3","Total Economy"," ","Output, at basic prices","P.1","2010","100","lek","1993","2252924485686.89",""
"Albania","2.3","Total Economy"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","1000","lek","2008","961616054740.396",""
"Albania","2.3","Total Economy"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","100","lek","1993","1158289250001.76",""
"Albania","2.3","Total Economy"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","1000","lek","2008","1077484546225.5",""
"Albania","2.3","Total Economy"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","100","lek","1993","1094635235685.13",""
"Albania","2.3","Total Economy"," ","Total Economy only: Adjustment for FISIM (if FISIM is not distributed to uses)","P.119","2010","100","lek","1993","46914914703.49",""
"Albania","2.3","Total Economy","","Gross fixed capital formation","P.51","2010","1000","lek","2008","352412000000",""
"Albania","2.3","Total Economy","","Gross fixed capital formation","P.51","2010","100","lek","1993","401818000000",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Output, at basic prices","P.1","2010","1000","lek","2008","312470380954.29",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Output, at basic prices","P.1","2010","100","lek","1993","304425703288.314",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","1000","lek","2008","89881588595.4981",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","100","lek","1993","93079635938.283",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","1000","lek","2008","222588792358.792",""
"Albania","2.3","Agriculture, hunting, forestry; fishing (A+B)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","100","lek","1993","211346067350.031",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Output, at basic prices","P.1","2010","1000","lek","2008","307966921297.637",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Output, at basic prices","P.1","2010","100","lek","1993","299922243631.662",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","1000","lek","2008","87230831625.3448",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","100","lek","1993","90462595694.6818",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","1000","lek","2008","220736089672.293",""
"Albania","2.3","Agriculture, hunting and related service activities (01)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","100","lek","1993","209459647936.98",""
"Albania","2.3","Fishing (B)"," ","Output, at basic prices","P.1","2010","1000","lek","2008","4503459656.65236",""
"Albania","2.3","Fishing (B)"," ","Output, at basic prices","P.1","2010","100","lek","1993","4503459656.65236",""
"Albania","2.3","Fishing (B)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","1000","lek","2008","2650756970.1533",""
"Albania","2.3","Fishing (B)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","100","lek","1993","2617040243.60124",""
"Albania","2.3","Fishing (B)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","1000","lek","2008","1852702686.49906",""
"Albania","2.3","Fishing (B)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","100","lek","1993","1886419413.05112",""
"Albania","2.3","Mining and quarrying (C)"," ","Output, at basic prices","P.1","2010","1000","lek","2008","60755013010.3707",""
"Albania","2.3","Mining and quarrying (C)"," ","Output, at basic prices","P.1","2010","100","lek","1993","46891729503.386",""
"Albania","2.3","Mining and quarrying (C)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","1000","lek","2008","27475541855.6353",""
"Albania","2.3","Mining and quarrying (C)"," ","Less: Intermediate consumption, at purchaser's prices","P.2","2010","100","lek","1993","31899875156.6259",""
"Albania","2.3","Mining and quarrying (C)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","1000","lek","2008","33279471154.7354",""
"Albania","2.3","Mining and quarrying (C)"," ","Equals: VALUE ADDED, GROSS, at basic prices","B.1g","2010","100","lek","1993","14991854346.7601",""
"Albania","2.3","Manufacturing (D)"," ","Output, at basic prices","P.1","2010","1000","lek","2008","255475625435.437",""
