Group Code,Country or Area Code,Country or Area,SNA93 Table Code,Sub Group,Item Code,Item,SNA93 Item Code,Year,Series,Currency,SNA System,Fiscal Year Type,Value,Value Footnotes
201,659,Saint Kitts and Nevis,2.1,Industries,5,Construction,F,2014,100,EC dollar,1993,Western calendar year,342309297.2,
201,659,Saint Kitts and Nevis,2.1,Industries,6,"Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants",G+H,2014,100,EC dollar,1993,Western calendar year,290383202.6,
201,659,Saint Kitts and Nevis,2.1,Industries,23,"Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods",G,2014,100,EC dollar,1993,Western calendar year,145854559.1,
201,659,Saint Kitts and Nevis,2.1,Industries,24,Hotels and restaurants,H,2014,100,EC dollar,1993,Western calendar year,144528643.5,
201,659,Saint Kitts and Nevis,2.1,Industries,7,"Transport, storage and communications",I,2014,100,EC dollar,1993,Western calendar year,252011004.7,
201,659,Saint Kitts and Nevis,2.1,Industries,25,"Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies",60-63,2014,100,EC dollar,1993,Western calendar year,160230265.5,
201,659,Saint Kitts and Nevis,2.1,Industries,26,Post and telecommunications,64,2014,100,EC dollar,1993,Western calendar year,91780739.23,
201,659,Saint Kitts and Nevis,2.1,Industries,8,"Financial intermediation; real estate, renting and business activities",J+K,2014,100,EC dollar,1993,Western calendar year,453054049.6,
201,659,Saint Kitts and Nevis,2.1,Industries,27,Financial intermediation,J,2014,100,EC dollar,1993,Western calendar year,153679880.5,
201,659,Saint Kitts and Nevis,2.1,Industries,28,"Real estate, renting and business activities",K,2014,100,EC dollar,1993,Western calendar year,299374169.1,
201,659,Saint Kitts and Nevis,2.1,Industries,9,Public administration and defence; compulsory social security,L,2014,100,EC dollar,1993,Western calendar year,198432050.4,
201,659,Saint Kitts and Nevis,2.1,Industries,10,"Education; health and social work; other community, social and personal services",M+N+O,2014,100,EC dollar,1993,Western calendar year,198923249.1,
201,659,Saint Kitts and Nevis,2.1,Industries,29,Education,M,2014,100,EC dollar,1993,Western calendar year,97185665.57,
201,659,Saint Kitts and Nevis,2.1,Industries,30,Health and social work,N,2014,100,EC dollar,1993,Western calendar year,53139963.47,
201,659,Saint Kitts and Nevis,2.1,Industries,31,"Other community, social and personal services",O,2014,100,EC dollar,1993,Western calendar year,48597620.03,
201,659,Saint Kitts and Nevis,2.1,Industries,11,Private households with employed persons,P,2014,100,EC dollar,1993,Western calendar year,5526362.51,
201,659,Saint Kitts and Nevis,2.1,Industries,12,"Equals: VALUE ADDED, GROSS, in basic prices",B.1g,2014,100,EC dollar,1993,Western calendar year,1958624371,
201,659,Saint Kitts and Nevis,2.1,Industries,13,Less: Financial intermediation services indirectly measured (FISIM),P.119,2014,100,EC dollar,1993,Western calendar year,23752837.14,
201,659,Saint Kitts and Nevis,2.1,Industries,32,Plus: Taxes less Subsidies on products,D.21-D.31,2014,100,EC dollar,1993,Western calendar year,360850877,
201,659,Saint Kitts and Nevis,2.1,Industries,14,Plus: Taxes on products,D.21,2014,100,EC dollar,1993,Western calendar year,360850877,
201,659,Saint Kitts and Nevis,2.1,Industries,15,Less: Subsidies on products,D.31,2014,100,EC dollar,1993,Western calendar year,0,
201,659,Saint Kitts and Nevis,2.1,Industries,16,Equals: GROSS DOMESTIC PRODUCT,B.1*g,2014,100,EC dollar,1993,Western calendar year,2295722411,
201,659,Saint Kitts and Nevis,2.1,Industries,1,"Agriculture, hunting, forestry; fishing",A+B,2013,100,EC dollar,1993,Western calendar year,28366387.71,
201,659,Saint Kitts and Nevis,2.1,Industries,22,"Agriculture, hunting, forestry",A,2013,100,EC dollar,1993,Western calendar year,20706439.96,
201,659,Saint Kitts and Nevis,2.1,Industries,19,"Agriculture, hunting and related service activities",1,2013,100,EC dollar,1993,Western calendar year,20123702.3,
201,659,Saint Kitts and Nevis,2.1,Industries,20,"Forestry, logging and related service activities",2,2013,100,EC dollar,1993,Western calendar year,582737.6629,
201,659,Saint Kitts and Nevis,2.1,Industries,21,Fishing,B,2013,100,EC dollar,1993,Western calendar year,7659947.755,
201,659,Saint Kitts and Nevis,2.1,Industries,2,Mining and quarrying,C,2013,100,EC dollar,1993,Western calendar year,3444545.164,
201,659,Saint Kitts and Nevis,2.1,Industries,3,Manufacturing,D,2013,100,EC dollar,1993,Western calendar year,168664498.6,
201,659,Saint Kitts and Nevis,2.1,Industries,4,"Electricity, gas and water supply",E,2013,100,EC dollar,1993,Western calendar year,25381758.29,
201,659,Saint Kitts and Nevis,2.1,Industries,5,Construction,F,2013,100,EC dollar,1993,Western calendar year,268525091.7,
201,659,Saint Kitts and Nevis,2.1,Industries,6,"Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and households goods; hotels and restaurants",G+H,2013,100,EC dollar,1993,Western calendar year,283158125.3,
201,659,Saint Kitts and Nevis,2.1,Industries,23,"Wholesale, retail trade, repair of motor vehicles, motorcycles and personal and household goods",G,2013,100,EC dollar,1993,Western calendar year,144389792.9,
201,659,Saint Kitts and Nevis,2.1,Industries,24,Hotels and restaurants,H,2013,100,EC dollar,1993,Western calendar year,138768332.4,
201,659,Saint Kitts and Nevis,2.1,Industries,7,"Transport, storage and communications",I,2013,100,EC dollar,1993,Western calendar year,230746643,
201,659,Saint Kitts and Nevis,2.1,Industries,25,"Land transport; transport via pipelines, water transport; air transport; Supporting and auxiliary transport activities; activities of travel agencies",60-63,2013,100,EC dollar,1993,Western calendar year,142436304.2,
201,659,Saint Kitts and Nevis,2.1,Industries,26,Post and telecommunications,64,2013,100,EC dollar,1993,Western calendar year,88310338.73,
201,659,Saint Kitts and Nevis,2.1,Industries,8,"Financial intermediation; real estate, renting and business activities",J+K,2013,100,EC dollar,1993,Western calendar year,462380892.8,
201,659,Saint Kitts and Nevis,2.1,Industries,27,Financial intermediation,J,2013,100,EC dollar,1993,Western calendar year,173887857.8,
201,659,Saint Kitts and Nevis,2.1,Industries,28,"Real estate, renting and business activities",K,2013,100,EC dollar,1993,Western calendar year,288493035,
201,659,Saint Kitts and Nevis,2.1,Industries,9,Public administration and defence; compulsory social security,L,2013,100,EC dollar,1993,Western calendar year,180646939.6,
201,659,Saint Kitts and Nevis,2.1,Industries,10,"Education; health and social work; other community, social and personal services",M+N+O,2013,100,EC dollar,1993,Western calendar year,184048901.1,
201,659,Saint Kitts and Nevis,2.1,Industries,29,Education,M,2013,100,EC dollar,1993,Western calendar year,90742192.88,
